"A","278-A3","","","","","","","","","","","4932","","It is required that separate transaction sets be used for different patients."
"C","278-A3","7","1640","N4","02","","","","","2","2100","5529","D","Required when the address is in the United States of America, including its territories, or Canada. If not required by this implementation guide, do not send."
"C","278-A3","7","1640","N4","02","","","","","2","2100","","F","Service Provider State or Province Code"
"C","278-A3","7","1640","N4","03","","","","","2","2100","5530","D","Required when the address is in the United States of America, including its territories, or Canada, or when a postal code exists for the country in N404. If not required by this implementation guide, do not send."
"C","278-A3","7","1640","N4","03","","","","","2","2100","","F","Service Provider Postal Zone or ZIP Code"
"C","278-A3","7","1640","N4","04","","","","","2","2100","5531","D","Required when the address is outside the United States of America. If not required by this implementation guide, do not send."
"C","278-A3","7","1640","N4","04","","","","","2","2100","5532","","Use the alpha-2 country codes from Part 1 of ISO 3166."
"C","278-A3","7","1640","N4","04","","","","","2","2100","","F","Country Code"
"C","278-A3","7","1640","N4","07","","","","","2","2100","5533","D","Required when the address is not in the United States of America, including its territories, or Canada, and the country in N404 has administrative subdivisions such as but not limited to states, provinces, cantons, etc. If not required by this implementation guide, do not send."
"C","278-A3","7","1640","N4","07","","","","","2","2100","5534","","Use the country subdivision codes from Part 2 of ISO 3166."
"C","278-A3","7","1640","N4","07","","","","","2","2100","","F","Country Subdivision Code"
"B","278-A3","7","1650","","","","","","","2","2200","5019","A","Service Provider Contact Information"
"B","278-A3","7","1650","","","","","","","2","2200","5172","","When the communication number represents a telephone number in the United States and other countries using the North American Dialing Plan (for voice, data, fax, etc), the communication number should always include the area code and telephone number using the format AAABBBCCCC. Where AAA is the area code, BBB is the telephone number prefix, and CCCC is the telephone number (e.g. (534)224-2525 would be represented as 5342242525). The extension, when applicable, should be included in the communication number immediately after the telephone number."
"B","278-A3","7","1650","","","","","","","2","2200","5372","E","PER*IC*M TUCKER*TE*8189993456*FX*8185551212~;"
"B","278-A3","7","1650","","","","","","","2","2200","5422","","Required when needed to identify a contact name and/or communications number for the provider. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-A3","7","1650","PER","01","","","","","2","2200","","F","Contact Function Code"
"C","278-A3","7","1650","PER","02","","","","","2","2200","5541","D","Required when the UMO wishes to indicate a particular contact and the name of the entity to contact is not already defined or is different than the name within the prior name segment (e.g. N1 or NM1). If not required by this implementation guide, do not send."
"C","278-A3","7","1650","PER","02","","","","","2","2200","","F","Service Provider Contact Name"
"C","278-A3","7","1650","PER","03","","","","","2","2200","5202","D","Required when PER02 is not valued or when the UMO needs to transmit a contact communication number. If not required by this implementation guide, do not send."
"C","278-A3","7","1650","PER","03","","","","","2","2200","","F","Communication Number Qualifier"
"C","278-A3","7","1650","PER","04","","","","","2","2200","5202","D","Required when PER02 is not valued or when the UMO needs to transmit a contact communication number. If not required by this implementation guide, do not send."
"C","278-A3","7","1650","PER","04","","","","","2","2200","","F","Service Provider Contact Communication Number"
"C","278-A3","7","1650","PER","05","","","","","2","2200","5084","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-A3","7","1650","PER","05","","","","","2","2200","","F","Communication Number Qualifier"
"E","278-A3","7","1650","PER","05","","","365","EX","2","2200","5085","","When used, the value following this code is the extension for the preceding communications contact number."
"C","278-A3","7","1650","PER","06","","","","","2","2200","5084","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-A3","7","1650","PER","06","","","","","2","2200","","F","Service Provider Contact Communication Number"
"C","278-A3","7","1650","PER","07","","","","","2","2200","5084","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-A3","7","1650","PER","07","","","","","2","2200","","F","Communication Number Qualifier"
"E","278-A3","7","1650","PER","07","","","365","EX","2","2200","5085","","When used, the value following this code is the extension for the preceding communications contact number."
"C","278-A3","7","1650","PER","08","","","","","2","2200","5084","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-A3","7","1650","PER","08","","","","","2","2200","","F","Service Provider Contact Communication Number"
"B","278-A3","7","1660","","","","","","","2","2300","5020","A","Service Provider Request Validation"
"B","278-A3","7","1660","","","","","","","2","2300","5206","E","AAA*N**47*C~"
"B","278-A3","7","1660","","","","","","","2","2300","5423","","Required when the request is not valid at this level to indicate the data condition that prohibits processing of the original request. If not required by this implementation guide, do not send."
"C","278-A3","7","1660","AAA","01","","","","","2","2300","","F","Valid Request Indicator"
"C","278-A3","7","1660","AAA","03","","","","","2","2300","","F","Reject Reason Code"
"E","278-A3","7","1660","AAA","03","","","901","15","2","2300","5124","","Use when data is missing that is not covered by another reject reason code. Use to indicate when there is not enough information to identify the service provider."
"E","278-A3","7","1660","AAA","03","","","901","33","2","2300","5125","","Use for input errors not covered by another reject reason code."
"C","278-A3","7","1660","AAA","04","","","","","2","2300","","F","Follow-up Action Code"
"B","278-A3","7","1670","","","","","","","2","2400","5042","A","Service Provider Information"
"B","278-A3","7","1670","","","","","","","2","2400","5361","E","PRV*PE*PXC*203BS0133X~"
"B","278-A3","7","1670","","","","","","","2","2400","5424","","Required when used by the UMO to identify the provider. If not required by this implementation guide, do not send."
"C","278-A3","7","1670","PRV","01","","","","","2","2400","","F","Provider Code"
"E","278-A3","7","1670","PRV","01","","","1221","AS","2","2400","5323","","Use only when NM101 = DD."
"E","278-A3","7","1670","PRV","01","","","1221","OP","2","2400","5325","","Use only when NM101 = 72."
"E","278-A3","7","1670","PRV","01","","","1221","OR","2","2400","5326","","Use only when NM101 = DK."
"E","278-A3","7","1670","PRV","01","","","1221","OT","2","2400","5327","","Use only when NM101 = 73."
"E","278-A3","7","1670","PRV","01","","","1221","PC","2","2400","5328","","Use only when NM101 = P3."
"E","278-A3","7","1670","PRV","01","","","1221","PE","2","2400","5329","","Use only when NM101 = SJ."
"C","278-A3","7","1670","PRV","02","","","","","2","2400","","F","Reference Identification Qualifier"
"C","278-A3","7","1670","PRV","03","","","","","2","2400","","F","Provider Taxonomy Code"
"B","278-A3","7","1700","","","","","","","2","1700","5252","","Because the usage of this segment is ""Situational"" this is not a syntactically required loop. If this loop is used, then this segment is a ""Required"" segment. See Appendix A for further details on ASC X12;syntax rules.<R>
Refer to Section 2.5 for more information on this NM1 loop."
"B","278-A3","7","1700","","","","","","","2","1700","5280","A","Additional Service Information Contact Name"
"B","278-A3","7","1700","","","","","","","2","1700","5289","","Required when Loop 2000F contains a request for additional information and the destination for that additional information differs from the UMO Name information in the NM1 loop (Loop 2010A) of the 278 response. If not required by this implementation guide, do not send."
