"A","278-A1","","","","","","","","","","","4256","","It is required that separate transaction sets be used for different patients."
"C","278-A1","7","1700","NM1","06","","","","","2","1700","4867","D","Required when military title or rank further identifies the provider. If not required by this implementation, may be provided at the sender's discretion, but cannot be required by the receiver."
"C","278-A1","7","1700","NM1","06","","","","","2","1700","","F","Service Provider Name Prefix"
"C","278-A1","7","1700","NM1","07","","","","","2","1700","4681","D","Required when NM104 is present and the suffix of the individual's name is known; e.g. Sr., Jr., or III. If not required by this implementation guide, do not send."
"C","278-A1","7","1700","NM1","07","","","","","2","1700","","F","Service Provider Name Suffix"
"C","278-A1","7","1700","NM1","08","","","","","2","1700","4422","D","Required when requesting the services of a specific person, facility, group practice, or clinic and the provider ID is known by the requester. If not required by this implementation guide, do not send."
"C","278-A1","7","1700","NM1","08","","","","","2","1700","","F","Identification Code Qualifier"
"E","278-A1","7","1700","NM1","08","","","66","XX","2","1700","4908","","Required for providers on or after the mandated HIPAA National Provider Identifier (NPI) implementation date when the provider has an NPI and it is available to the submitter.
OR
Required for providers before the mandated HIPAA NPI implementation date when the provider has an NPI and the submitter has the capability to send it.
If not required by this implementation guide, do not send."
"C","278-A1","7","1700","NM1","09","","","","","2","1700","4422","D","Required when requesting the services of a specific person, facility, group practice, or clinic and the provider ID is known by the requester. If not required by this implementation guide, do not send."
"C","278-A1","7","1700","NM1","09","","","","","2","1700","","F","Service Provider Identifier"
"B","278-A1","7","1800","","","","","","","2","1800","4276","E","REF*1G*12345~"
"B","278-A1","7","1800","","","","","","","2","1800","4323","A","Service Provider Supplemental Identification"
"B","278-A1","7","1800","","","","","","","2","1800","4829","","Use the NM1 Segment for the primary identifier."
"B","278-A1","7","1800","","","","","","","2","1800","4930","","Required on or after the mandated implementation date for the HIPAA National Provider Identifier (NPI) when the provider is not a specialty entity and the NPI is not reported in NM109 of this loop and another identifier is available to the submitter.<R>OR<R>Required prior to the mandated NPI implementation date when an additional identification number to the NPI provided in NM109 of this loop is necessary for the UMO to identify the service provider.<R>OR<R>Required prior to the mandated NPI implementation date when necessary for the UMO to identify the service provider.<R>If not required by this implementation guide, do not send."
"C","278-A1","7","1800","REF","01","","","","","2","1800","","F","Reference Identification Qualifier"
"E","278-A1","7","1800","REF","01","","","128","EI","2","1800","4396","","Not used if NM108 = 24."
"E","278-A1","7","1800","REF","01","","","128","SY","2","1800","4537","","The social security number may not be used for Medicare. Not used if NM108 = 34."
"E","278-A1","7","1800","REF","01","","","128","ZH","2","1800","4830","","Required when necessary to provide the provider ID as assigned by the UMO identified in Loop 2000A."
"C","278-A1","7","1800","REF","02","","","","","2","1800","","F","Service Provider Supplemental Identifier"
"C","278-A1","7","1800","REF","03","","","","","2","1800","4776","D","Required when REF01 = 0B to report the two character state ID of the state assigning the State License Number. If not required by this implementation guide, do not send."
"C","278-A1","7","1800","REF","03","","","","","2","1800","4889","","See code source 22: State and Outlying Areas of the US."
"C","278-A1","7","1800","REF","03","","","","","2","1800","","F","License Number State Code"
"B","278-A1","7","2000","","","","","","","2","2000","4277","E","N3*77 HOLLY BLVD~"
"B","278-A1","7","2000","","","","","","","2","2000","4324","A","Service Provider Address"
"B","278-A1","7","2000","","","","","","","2","2000","4831","","Required when the provider has multiple locations to identify the specific location for this patient event. If not required by this implementation guide, do not send."
"C","278-A1","7","2000","N3","01","","","","","2","2000","4424","","Use this element for the first line of the provider's address."
"C","278-A1","7","2000","N3","01","","","","","2","2000","","F","Service Provider Address Line"
"C","278-A1","7","2000","N3","02","","","","","2","2000","4691","D","Required when a second address line exists. If not required by this implementation guide, do not send."
"C","278-A1","7","2000","N3","02","","","","","2","2000","","F","Service Provider Address Line"
"B","278-A1","7","2100","","","","","","","2","2100","4872","E","N4*KANSAS CITY*MO*64108~"
"B","278-A1","7","2100","","","","","","","2","2100","4928","A","Service Provider City, State, ZIP Code"
"B","278-A1","7","2100","","","","","","","2","2100","4929","","Required when the provider has multiple locations to identify the specific location for this patient event. If not required by this implementation guide, do not send."
"C","278-A1","7","2100","N4","01","","","","","2","2100","","F","Service Provider City Name"
"C","278-A1","7","2100","N4","02","","","","","2","2100","4873","D","Required when the address is in the United States of America, including its territories, or Canada. If not required by this implementation guide, do not send."
"C","278-A1","7","2100","N4","02","","","","","2","2100","","F","Service Provider State or Province Code"
"C","278-A1","7","2100","N4","03","","","","","2","2100","4874","D","Required when the address is in the United States of America, including its territories, or Canada, or when a postal code exists for the country in N404. If not required by this implementation guide, do not send."
"C","278-A1","7","2100","N4","03","","","","","2","2100","","F","Service Provider Postal Zone or ZIP Code"
"C","278-A1","7","2100","N4","04","","","","","2","2100","4875","D","Required when the address is outside the United States of America. If not required by this implementation guide, do not send."
"C","278-A1","7","2100","N4","04","","","","","2","2100","4876","","Use the alpha-2 country codes from Part 1 of ISO 3166."
"C","278-A1","7","2100","N4","04","","","","","2","2100","","F","Country Code"
"C","278-A1","7","2100","N4","07","","","","","2","2100","4877","D","Required when the address is not in the United States of America, including its territories, or Canada, and the country in N404 has administrative subdivisions such as but not limited to states, provinces, cantons, etc. If not required by this implementation guide, do not send."
"C","278-A1","7","2100","N4","07","","","","","2","2100","4878","","Use the country subdivision codes from Part 2 of ISO 3166."
"C","278-A1","7","2100","N4","07","","","","","2","2100","","F","Country Subdivision Code"
"B","278-A1","7","2200","","","","","","","2","2200","4326","A","Service Provider Contact Information"
"B","278-A1","7","2200","","","","","","","2","2200","4510","","When the communication number represents a telephone number in the United States and other countries using the North American Dialing Plan (for voice, data, fax, etc.), the communication number should always include the area code and telephone number using the format AAABBBCCCC. Where AAA is the area code, BBB is the telephone number prefix, and CCCC is the telephone number (e.g. (534)224-2525 would be represented as 5342242525). The extension, when applicable, should be included in the communication number immediately after the telephone number."
"B","278-A1","7","2200","","","","","","","2","2200","4677","E","PER*IC*M TUCKER*TE*8185551212*FX*8185551212~"
"B","278-A1","7","2200","","","","","","","2","2200","4832","","Required when needed to identify a contact name and/or communications number for the provider. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-A1","7","2200","PER","01","","","","","2","2200","","F","Contact Function Code"
"C","278-A1","7","2200","PER","02","","","","","2","2200","4893","D","Required when the Information Source needs to indicate a particular contact and the name of the entity to contact is not already defined or is different than the name within the prior name segment (NM1). If not required by this implementation guide, do not send."
