"A","278-B1","","","","","","","","","","","3091","","It is required that separate transaction sets be used for different patients."
"C","278-B1","7","0300","AAA","03","","","","","2","0300","3631","D","Required when AAA01 = ""N"". If not required by this implementation guide, do not send."
"C","278-B1","7","0300","AAA","03","","","","","2","0300","","F","Reject Reason Code"
"E","278-B1","7","0300","AAA","03","","","901","15","2","0300","3375","","Use when data is missing that is not covered by another Reject Reason Code. For example, use for missing procedure codes and procedure dates."
"E","278-B1","7","0300","AAA","03","","","901","33","2","0300","3376","","Use for input errors in the service data not covered by the other reject reason codes listed. For example, use for invalid place of service codes and invalid procedure codes and procedure dates."
"E","278-B1","7","0300","AAA","03","","","901","57","2","0300","3377","","Use for invalid/missing service, admission, surgery, or discharge dates."
"E","278-B1","7","0300","AAA","03","","","901","T5","2","0300","3378","","Use to indicate missing previous certification number information."
"B","278-B1","7","0400","","","","","","","2","0400","3452","A","Health Care Services Review Information"
"B","278-B1","7","0400","","","","","","","2","0400","3453","E","UM*SC*I*3~"
"B","278-B1","7","0400","","","","","","","2","0400","3632","","Required when the health care services review information for this service differs from the health care services review information specified in the UM segment at the Patient Event level (Loop 2000E). If not required by this implementation guide, do not send."
"C","278-B1","7","0400","UM","01","","","","","2","0400","","F","Request Category Code"
"E","278-B1","7","0400","UM","01","","","1525","HS","2","0400","3455","","Use this value to identify services related to an episode of care."
"E","278-B1","7","0400","UM","01","","","1525","SC","2","0400","3456","","Use this value to identify a referral to a specialty provider."
"C","278-B1","7","0400","UM","02","","","","","2","0400","3554","D","Required when different from the UM02 value at the Patient Event level (Loop 2000E). If not required by this implementation guide, do not send."
"C","278-B1","7","0400","UM","02","","","","","2","0400","","F","Certification Type Code"
"E","278-B1","7","0400","UM","02","","","1322","1","2","0400","3314","","Use this value only for appeals of review decisions where the level of service required is emergency or urgent."
"E","278-B1","7","0400","UM","02","","","1322","2","2","0400","3318","","Use this value for appeals of review decisions where the level of service is not emergency or urgent."
"E","278-B1","7","0400","UM","02","","","1322","4","2","0400","3555","","Use this value for an extension request to a prior approved service."
"E","278-B1","7","0400","UM","02","","","1322","R","2","0400","3305","","Various services, such as physical therapy, spinal manipulation, and allergy treatment, have both a delivery pattern and a time span of authorization. Many UMOs place time limits - as in will not authorize anything for more than 30 days at a time. For example, blanket authorization for allergy treatments as required for 30 days. At the end of the 30 days, the provider must request to renew the certification - not extend it - because the UMO authorizes for 30 day intervals, one interval at a time."
"E","278-B1","7","0400","UM","02","","","1322","S","2","0400","3306","","Use this value when revising the specifics of a notification for which services have not been rendered. For example, the Information Source may be identifying additional procedures or other procedures for the same patient event."
"C","278-B1","7","0400","UM","03","","","","","2","0400","3633","D","Required when different from the UM03 value at the Patient Event level (Loop 2000E) or when the SV1, or SV2, or SV3 is not valued in this Service loop. If not required by this implementation guide, do not send."
"C","278-B1","7","0400","UM","03","","","","","2","0400","3634","","Values at the Service Level override the values entered at the Patient Event Level for this service."
"C","278-B1","7","0400","UM","03","","","","","2","0400","","F","Service Type Code"
"E","278-B1","7","0400","UM","03","","","1365","25","2","0400","3556","","Use for restorative dental services."
"C","278-B1","7","0400","UM","04","","","","","2","0400","3634","","Values at the Service Level override the values entered at the Patient Event Level for this service."
"C","278-B1","7","0400","UM","04","","","","","2","0400","3635","D","Required when different from the UM04 value at the Patient Event level (Loop 2000E). If not required by this implementation guide, do not send."
"D","278-B1","7","0400","UM","04","C023","01","","","2","0400","3317","","Use to indicate a facility code value from the code source referenced in UM04-2."
"D","278-B1","7","0400","UM","04","C023","01","","","2","0400","","F","Facility Type Code"
"D","278-B1","7","0400","UM","04","C023","02","","","2","0400","","F","Facility Code Qualifier"
"B","278-B1","7","0500","","","","","","","2","0500","3382","A","Health Care Services Review"
"B","278-B1","7","0500","","","","","","","2","0500","3383","E","HCR*A1*20020713~"
"B","278-B1","7","0500","","","","","","","2","0500","3557","","If the HCR segment is sent in this 2000F Service level loop, it will override an HCR segment sent in the Patient Event loop (2000E) for this service only."
"B","278-B1","7","0500","","","","","","","2","0500","3668","","Required when the HCR segment is not used in 2000E, or if HCR01 in 2000E is A2. If not required by this implementation guide, do not send."
"C","278-B1","7","0500","HCR","01","","","","","2","0500","3384","B","Certification Action Code"
"C","278-B1","7","0500","HCR","01","","","","","2","0500","","F","Action Code"
"E","278-B1","7","0500","HCR","01","","","306","NA","2","0500","3385","","Use only if certification is not required."
"C","278-B1","7","0500","HCR","02","","","","","2","0500","3669","D","Required when HCR01 = A1, or A6. If not required by this implementation guide, do not send."
"C","278-B1","7","0500","HCR","02","","","","","2","0500","","F","Review Identification Number"
"C","278-B1","7","0500","HCR","03","","","","","2","0500","3670","D","Required when HCR01 = A3, or A4. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-B1","7","0500","HCR","03","","","","","2","0500","3700","","The HCR03 data element is a repeating data element and can be repeated up to the maximum allowed by the standard in this implementation guide."
"C","278-B1","7","0500","HCR","03","","","","","2","0500","","F","Review Decision Reason Code"
"C","278-B1","7","0500","HCR","04","","","","","2","0500","3391","D","Required when certification pertains to a surgical procedure and the contract under which the patient is covered has provisions regarding a second surgical opinion. If not required by this implementation guide, do not send."
"C","278-B1","7","0500","HCR","04","","","","","2","0500","","F","Second Surgical Opinion Indicator"
"B","278-B1","7","0585","","","","","","","2","0600","3116","E","REF*BB*123A~"
"B","278-B1","7","0585","","","","","","","2","0600","3468","A","Previous Review Authorization Number"
"B","278-B1","7","0585","","","","","","","2","0600","3636","","Required when different from the Previous Review Authorization Number specified at the Patient Event Level (2000E). If not required by this implementation guide, do not send."
"B","278-B1","7","0585","","","","","","","2","0600","3637","","This is the authorization number assigned by the UMO to the original review outcome associated with this service. This is not the trace number assigned by the requester."
